,year,stcd,inc,pwin,dv,dvp,fr,po1,po2,redist,dexp,rexp,dpres,stgj,cd
1727,2000,704,0,0,41.47999954223633,30.190000534057617,0,1,0,0,172155,1039573.0,57.220001220703125,7.0,4.0
1870,2000,705,1,1,54.77000045776367,50.7599983215332,0,1,4,0,2104091,1426019.0,53.439998626708984,7.0,5.0
1772,2000,706,0,0,34.439998626708984,40.5099983215332,0,1,0,0,11642,1163610.0,55.66999816894531,7.0,6.0
1880,2000,801,0,0,31.299999237060547,32.40999984741211,0,0,0,0,28831,588911.0,56.7400016784668,8.0,1.0
2013,2000,901,0,0,,,0,5,2,0,,772995.0,30.530000686645508,9.0,1.0
1920,2000,902,1,1,72.12999725341797,,0,0,0,0,357761,16227.0,49.70000076293945,9.0,2.0
2094,2000,903,1,1,57.59000015258789,55.45000076293945,0,0,0,0,483828,1049195.0,62.869998931884766,9.0,3.0
1952,2000,904,3,0,31.780000686645508,,0,3,6,0,143350,1367295.0,35.56999969482422,9.0,4.0
2323,2000,905,1,1,64.2699966430664,,0,0,0,0,623686,297977.0,52.13999938964844,9.0,5.0
2071,2000,906,0,0,,,0,5,2,0,,213747.0,39.34000015258789,9.0,6.0
2165,2000,907,0,0,36.790000915527344,,0,0,0,0,40088,206125.0,48.84000015258789,9.0,7.0
2333,2000,908,3,0,49.20000076293945,34.209999084472656,0,4,6,0,1669191,1322044.0,48.65999984741211,9.0,8.0
1990,2000,909,0,0,,,0,5,2,0,,518118.0,46.130001068115234,9.0,9.0
2106,2000,910,0,0,,,0,5,2,0,,336372.0,54.63999938964844,9.0,10.0
2252,2000,911,1,1,,65.02999877929688,0,5,2,0,447308,,54.380001068115234,9.0,11.0
2019,2000,912,3,0,42.97999954223633,,0,3,6,0,650578,1047257.0,43.619998931884766,9.0,12.0
2200,2000,913,0,0,36.13999938964844,,0,0,0,0,50948,376529.0,46.15999984741211,9.0,13.0
1924,2000,914,0,0,,,0,5,2,0,,259684.0,39.08000183105469,9.0,14.0
2232,2000,915,0,0,40.0099983215332,36.91999816894531,0,1,4,0,698292,910906.0,45.15999984741211,9.0,15.0
2204,2000,916,0,0,38.18000030517578,,0,0,0,0,626210,1544957.0,51.40999984741211,9.0,16.0
2213,2000,917,1,1,,,0,5,2,0,298389,,84.83999633789062,9.0,17.0
2113,2000,918,0,0,,,0,5,2,0,,192368.0,38.06999969482422,9.0,18.0
2108,2000,919,1,1,71.62000274658203,,0,0,0,0,447274,10620.0,70.16999816894531,9.0,19.0
2109,2000,920,1,1,,,0,5,2,0,558259,,63.70000076293945,9.0,20.0
2334,2000,921,0,0,,25.25,0,5,2,0,,294122.0,36.90999984741211,9.0,21.0
2322,2000,922,0,0,49.86000061035156,,0,1,4,0,2378327,3086708.0,60.52000045776367,9.0,22.0
1953,2000,923,1,1,76.3499984741211,,0,0,0,0,375537,0.0,80.58999633789062,9.0,23.0
2403,2000,1001,0,0,30.860000610351562,,0,0,0,0,70119,652186.0,42.38999938964844,10.0,1.0
2538,2000,1002,1,1,53.47999954223633,56.790000915527344,0,0,0,0,1069838,953867.0,45.630001068115234,10.0,2.0
2583,2000,1003,0,0,36.4900016784668,,0,0,0,0,131447,697766.0,42.25,10.0,3.0
2511,2000,1004,1,1,60.720001220703125,61.06999969482422,0,0,0,0,410270,315512.0,70.37999725341797,10.0,4.0
2598,2000,1005,1,1,77.18000030517578,78.51000213623047,0,0,0,0,811850,28253.0,76.2300033569336,10.0,5.0
2391,2000,1006,0,0,25.25,29.420000076293945,2,0,0,0,36463,1601856.0,32.75,10.0,6.0
2569,2000,1007,0,0,44.7400016784668,44.630001068115234,0,0,0,0,3859860,3575020.0,39.08000183105469,10.0,7.0
2433,2000,1008,0,0,41.08000183105469,37.630001068115234,0,1,0,0,896654,1841653.0,42.619998931884766,10.0,8.0
2460,2000,1009,0,0,24.790000915527344,,0,1,0,0,69884,429979.0,28.90999984741211,10.0,9.0
2356,2000,1010,0,0,36.779998779296875,40.400001525878906,0,0,0,0,26713,787855.0,44.810001373291016,10.0,10.0
2437,2000,1011,0,0,,30.68000030517578,0,5,2,0,,418105.0,34.529998779296875,10.0,11.0
2654,2000,1101,1,1,70.69000244140625,62.869998931884766,0,0,,0,722133,22042.0,58.65999984741211,11.0,1.0
2665,2000,1102,1,1,63.130001068115234,74.0999984741211,0,0,,0,337420,195390.0,60.880001068115234,11.0,2.0
2694,2000,1201,3,0,32.61000061035156,44.72999954223633,0,4,6,0,72061,1212580.0,29.920000076293945,12.0,1.0
2716,2000,1202,0,0,26.829999923706055,45.97999954223633,1,0,0,0,,731554.0,28.219999313354492,12.0,2.0
3225,2000,1301,1,1,87.80999755859375,89.18000030517578,0,0,0,0,656599,,88.87000274658203,13.0,1.0
2726,2000,1302,1,1,89.83999633789062,90.26000213623047,0,0,0,0,304619,,89.19000244140625,13.0,2.0
3065,2000,1303,1,1,75.58000183105469,72.4800033569336,0,0,0,0,426197,18073.0,57.2599983215332,13.0,3.0
2793,2000,1304,1,1,,83.73999786376953,0,0,0,0,454558,,81.01000213623047,13.0,4.0
2725,2000,1305,1,1,,73.97000122070312,0,5,2,0,279230,,65.36000061035156,13.0,5.0
3042,2000,1306,0,0,41.060001373291016,30.899999618530273,0,0,0,0,279108,2436839.0,46.20000076293945,13.0,6.0
2886,2000,1307,1,1,85.93000030517578,,0,0,0,0,320034,,85.11000061035156,13.0,7.0
3293,2000,1308,0,0,39.0099983215332,31.350000381469727,0,0,0,0,281881,970024.0,42.939998626708984,13.0,8.0
2839,2000,1309,1,1,76.43000030517578,76.33000183105469,1,0,0,0,694724,98852.0,72.56999969482422,13.0,9.0
2896,2000,1310,3,0,48.810001373291016,,0,2,5,0,1967426,2030292.0,54.25,13.0,10.0
2768,2000,1311,0,0,43.630001068115234,41.189998626708984,0,0,0,0,144916,976795.0,54.06999969482422,13.0,11.0
2869,2000,1312,1,1,,60.36000061035156,0,5,2,0,373057,,56.279998779296875,13.0,12.0
2885,2000,1313,0,0,33.81999969482422,38.97999954223633,1,0,0,0,,395773.0,43.599998474121094,13.0,13.0
2728,2000,1314,0,0,26.010000228881836,30.239999771118164,0,0,0,0,,2299072.0,43.22999954223633,13.0,14.0
2955,2000,1315,3,0,46.77000045776367,38.41999816894531,0,3,6,0,953233,1760128.0,45.689998626708984,13.0,15.0
2722,2000,1316,0,0,33.2599983215332,,0,0,0,0,54882,682309.0,44.0099983215332,13.0,16.0
3251,2000,1317,1,1,54.900001525878906,51.560001373291016,0,0,0,0,1270267,984857.0,52.79999923706055,13.0,17.0
3066,2000,1318,0,0,32.939998626708984,,0,0,0,0,86262,974251.0,43.900001525878906,13.0,18.0
2970,2000,1319,1,1,64.55999755859375,58.290000915527344,1,0,0,0,297056,29076.0,44.04999923706055,13.0,19.0
2732,2000,1320,0,0,36.900001525878906,38.709999084472656,0,0,0,0,249049,645920.0,46.7400016784668,13.0,20.0
3361,2000,1401,1,1,72.56999969482422,73.44000244140625,0,0,0,0,390320,12457.0,60.63999938964844,14.0,1.0
3403,2000,1402,3,0,43.279998779296875,38.540000915527344,0,0,0,0,369888,1106140.0,42.33000183105469,14.0,2.0
3467,2000,1403,1,1,52.09000015258789,58.099998474121094,0,0,0,0,734206,1109616.0,43.04999923706055,14.0,3.0
3555,2000,1404,0,0,36.2400016784668,36.689998626708984,0,0,0,0,30685,288827.0,35.220001220703125,14.0,4.0
3324,2000,1405,0,0,38.13999938964844,36.54999923706055,0,1,0,0,455147,720714.0,37.31999969482422,14.0,5.0
3558,2000,1406,0,0,27.31999969482422,18.8799991607666,0,0,0,0,9123,622401.0,29.690000534057617,14.0,6.0
3304,2000,1407,3,0,32.95000076293945,29.010000228881836,0,0,0,0,6650,571791.0,37.060001373291016,14.0,7.0
3553,2000,1408,0,0,46.22999954223633,46.880001068115234,0,0,0,0,1568521,743755.0,42.22999954223633,14.0,8.0
3427,2000,1409,1,1,55.290000915527344,51.43000030517578,1,0,0,0,981802,245202.0,40.970001220703125,14.0,9.0
3451,2000,1410,1,1,59.56999969482422,59.709999084472656,0,0,0,0,340203,84108.0,61.189998626708984,14.0,10.0
3636,2000,1501,0,0,36.849998474121094,42.77000045776367,0,0,0,0,28536,375143.0,55.459999084472656,15.0,1.0
3626,2000,1502,0,0,44.09000015258789,44.380001068115234,0,1,0,0,92577,907935.0,53.06999969482422,15.0,2.0
3701,2000,1503,1,1,65.0999984741211,58.029998779296875,0,0,0,0,710518,200714.0,49.27000045776367,15.0,3.0
3651,2000,1504,0,0,37.400001525878906,34.20000076293945,0,0,0,0,125658,841115.0,48.93000030517578,15.0,4.0
3625,2000,1505,0,0,29.780000686645508,,0,0,0,0,5933,375152.0,43.470001220703125,15.0,5.0
3766,2000,1601,0,0,,19.329999923706055,0,5,2,0,,370520.0,29.809999465942383,16.0,1.0
3820,2000,1602,0,0,30.299999237060547,39.04999923706055,0,0,0,0,,284064.0,42.52000045776367,16.0,2.0
3740,2000,1603,1,1,51.63999938964844,52.38999938964844,1,1,4,0,1759414,1054489.0,44.5099983215332,16.0,3.0
3781,2000,1604,0,0,43.61000061035156,40.209999084472656,0,0,0,0,315524,854357.0,38.2400016784668,16.0,4.0
3898,2000,1701,0,0,42.029998779296875,44.81999969482422,0,1,0,0,716066,1495305.0,41.279998779296875,17.0,1.0
3904,2000,1702,0,0,31.670000076293945,35.68000030517578,0,0,0,0,,225008.0,36.47999954223633,17.0,2.0
3915,2000,1703,0,0,45.529998779296875,47.97999954223633,0,1,4,0,1700171,2904751.0,52.619998931884766,17.0,3.0
3977,2000,1704,1,1,55.5,53.40999984741211,1,0,0,0,854357,62817.0,37.81999969482422,17.0,4.0
3949,2000,1705,0,0,26.450000762939453,21.770000457763672,0,0,0,0,,459993.0,42.18000030517578,17.0,5.0
3917,2000,1706,0,0,39.709999084472656,46.38999938964844,1,1,8,0,1484436,2300619.0,42.880001068115234,17.0,6.0
4114,2000,1801,0,0,13.529999732971191,,2,0,0,0,,1956948.0,32.0099983215332,18.0,1.0
4106,2000,1802,1,1,,,0,5,2,0,563238,,80.45999908447266,18.0,2.0
4048,2000,1803,0,0,,,0,5,2,0,,1477133.0,45.97999954223633,18.0,3.0
4208,2000,1804,0,0,26.219999313354492,,0,0,0,0,,574127.0,44.58000183105469,18.0,4.0
4182,2000,1805,0,0,25.739999771118164,,0,0,0,0,,513769.0,39.33000183105469,18.0,5.0
4103,2000,1806,0,0,30.350000381469727,49.2599983215332,0,0,0,0,,916205.0,44.959999084472656,18.0,6.0
4229,2000,1807,1,1,,,0,5,2,0,627685,,43.099998474121094,18.0,7.0
4264,2000,1901,1,1,62.08000183105469,62.91999816894531,0,1,4,0,639119,478817.0,54.2599983215332,19.0,1.0
4268,2000,1902,1,1,73.43000030517578,76.19999694824219,0,1,4,0,508966,69343.0,51.0,19.0,2.0
4438,2000,2001,0,0,35.5099983215332,30.809999465942383,0,1,4,0,52987,225166.0,45.65999984741211,20.0,1.0
4455,2000,2002,0,0,31.360000610351562,30.670000076293945,0,0,0,0,,871393.0,42.84000015258789,20.0,2.0
4456,2000,2003,1,1,75.87000274658203,77.61000061035156,0,0,0,0,564687,,65.08999633789062,20.0,3.0
4409,2000,2004,1,1,87.36000061035156,85.72000122070312,0,0,0,0,471680,,86.29000091552734,20.0,4.0
4430,2000,2005,1,1,65.12000274658203,65.37000274658203,0,1,4,0,1268702,64208.0,57.0099983215332,20.0,5.0
4426,2000,2006,0,0,39.290000915527344,36.58000183105469,0,0,0,0,508684,445919.0,39.779998779296875,20.0,6.0
4469,2000,2007,1,1,87.1500015258789,85.73999786376953,0,0,0,0,444442,,85.8499984741211,20.0,7.0
4334,2000,2008,0,0,46.689998626708984,39.65999984741211,0,0,0,0,2217488,1678139.0,62.470001220703125,20.0,8.0
4622,2000,2101,1,1,69.70999908447266,71.72000122070312,0,0,0,0,646363,170442.0,63.2599983215332,21.0,1.0
4528,2000,2102,1,1,,,0,5,2,0,369098,,63.0,21.0,2.0
4593,2000,2103,1,1,,57.84000015258789,0,5,2,0,550240,,62.59000015258789,21.0,3.0
4602,2000,2104,1,1,78.01000213623047,,0,0,0,0,471381,24553.0,67.45999908447266,21.0,4.0
4497,2000,2105,1,1,,70.7300033569336,0,5,2,0,508730,,60.77000045776367,21.0,5.0
4586,2000,2106,1,1,71.08999633789062,56.279998779296875,0,0,0,0,48782,54403.0,61.709999084472656,21.0,6.0
4643,2000,2107,1,1,,70.6500015258789,0,5,2,0,584630,,68.2699966430664,21.0,7.0
4632,2000,2108,1,1,,87.58000183105469,1,5,2,0,443990,,80.68000030517578,21.0,8.0
4644,2000,2109,1,1,79.86000061035156,,0,0,0,0,1127856,19796.0,66.94000244140625,21.0,9.0
4515,2000,2110,1,1,74.30000305175781,70.05999755859375,0,0,0,0,231526,1146.0,58.97999954223633,21.0,10.0
4805,2000,2201,1,1,59.119998931884766,59.7599983215332,0,0,0,0,971337,691468.0,44.65999984741211,22.0,1.0
4907,2000,2202,0,0,34.040000915527344,30.209999084472656,0,0,0,0,291642,175328.0,39.150001525878906,22.0,2.0
5177,2000,2203,0,0,33.709999084472656,25.270000457763672,0,0,0,0,28090,302826.0,39.2400016784668,22.0,3.0
5235,2000,2204,0,0,29.989999771118164,,0,1,0,0,6099,1026361.0,45.81999969482422,22.0,4.0
5070,2000,2205,1,1,75.63999938964844,72.44999694824219,0,0,0,0,202688,18089.0,53.84000015258789,22.0,5.0
4921,2000,2206,0,0,30.06999969482422,28.59000015258789,0,0,0,0,,620512.0,46.939998626708984,22.0,6.0
5040,2000,2207,0,0,36.869998931884766,41.09000015258789,0,0,0,0,3753,152467.0,47.08000183105469,22.0,7.0
4905,2000,2208,2,0,49.97999954223633,59.77000045776367,0,4,7,0,2147131,2195500.0,51.630001068115234,22.0,8.0
5201,2000,2209,1,1,62.9900016784668,57.150001525878906,0,0,0,0,307040,107366.0,53.59000015258789,22.0,9.0
5116,2000,2210,1,1,65.98999786376953,53.630001068115234,0,0,0,0,2312101,21123.0,49.84000015258789,22.0,10.0
5129,2000,2211,0,0,42.06999969482422,34.540000915527344,0,0,0,0,207948,1104909.0,50.18000030517578,22.0,11.0
4971,2000,2212,1,1,66.68000030517578,57.02000045776367,0,0,0,0,1088831,36158.0,55.41999816894531,22.0,12.0
4886,2000,2213,1,1,66.83000183105469,59.38999938964844,0,0,0,0,408014,11926.0,60.22999954223633,22.0,13.0
4880,2000,2214,1,1,90.58000183105469,88.66999816894531,0,0,0,0,554892,,88.5999984741211,22.0,14.0
5178,2000,2215,1,1,90.75,89.38999938964844,0,0,0,0,357453,,88.29000091552734,22.0,15.0
4869,2000,2216,1,1,72.73999786376953,68.20999908447266,0,1,0,0,1048787,,55.040000915527344,22.0,16.0
5263,2000,2301,0,0,42.459999084472656,45.2400016784668,0,0,0,0,372636,969598.0,49.11000061035156,23.0,1.0
5307,2000,2302,1,0,49.970001220703125,59.95000076293945,0,0,0,0,848795,900600.0,42.83000183105469,23.0,2.0
5271,2000,2303,0,0,30.6200008392334,24.610000610351562,0,0,0,0,22824,747976.0,47.630001068115234,23.0,3.0
5452,2000,2304,2,1,60.86000061035156,57.439998626708984,0,4,7,0,1090046,900795.0,60.77000045776367,23.0,4.0
5268,2000,2305,1,1,75.22000122070312,70.80000305175781,0,0,0,0,467849,53641.0,69.0199966430664,23.0,5.0
5368,2000,2306,1,1,50.779998779296875,52.08000183105469,0,0,0,0,2597244,1205449.0,48.959999084472656,23.0,6.0
5408,2000,2307,1,1,70.12000274658203,71.8499984741211,0,0,0,0,207292,60721.0,42.099998474121094,23.0,7.0
5281,2000,2308,1,1,72.44999694824219,71.37999725341797,0,1,4,0,852931,17476.0,52.880001068115234,23.0,8.0
5571,2000,2401,0,0,29.049999237060547,31.31999969482422,0,1,4,0,,1283515.0,38.77000045776367,24.0,1.0
5568,2000,2402,1,1,67.58000183105469,,0,0,0,0,409852,,60.029998779296875,24.0,2.0
5488,2000,2403,0,0,26.030000686645508,,0,0,0,0,,519957.0,33.060001373291016,24.0,3.0
5505,2000,2404,1,1,59.36000061035156,54.34000015258789,1,1,0,0,1196099,579683.0,44.869998931884766,24.0,4.0
5478,2000,2405,1,1,81.27999877929688,80.26000213623047,0,0,0,0,287750,,33.04999923706055,24.0,5.0
5729,2000,2501,2,1,77.7300033569336,74.77999877929688,0,3,5,0,679776,3787.0,79.62999725341797,25.0,1.0
5721,2000,2502,3,0,43.400001525878906,28.799999237060547,0,4,7,0,858314,1015568.0,44.15999984741211,25.0,2.0
5697,2000,2503,1,1,59.31999969482422,57.04999923706055,0,0,0,0,5580964,2319819.0,52.29999923706055,25.0,3.0
5695,2000,2504,1,1,68.1500015258789,72.30999755859375,0,1,4,0,11256,624593.0,40.380001068115234,25.0,4.0
5799,2000,2505,1,1,70.63999938964844,68.04000091552734,0,0,0,0,331907,10060.0,63.11000061035156,25.0,5.0
5742,2000,2506,2,0,47.90999984741211,72.58000183105469,0,4,7,0,811060,1115338.0,45.63999938964844,25.0,6.0
5735,2000,2507,0,0,24.459999084472656,25.06999969482422,0,0,0,0,,1131303.0,36.0,25.0,7.0
5723,2000,2508,0,0,29.459999084472656,36.29999923706055,0,0,0,0,,794800.0,39.779998779296875,25.0,8.0
5655,2000,2509,0,0,39.2599983215332,36.33000183105469,0,1,4,0,362876,1202235.0,44.150001525878906,25.0,9.0
5854,2000,2601,3,0,47.33000183105469,45.560001373291016,0,4,5,0,1932099,2132364.0,36.34000015258789,26.0,1.0
5961,2000,2701,0,0,31.90999984741211,26.1299991607666,0,0,0,0,107256,380036.0,37.900001525878906,27.0,1.0
5932,2000,2702,0,0,32.060001373291016,34.290000915527344,1,1,4,0,345347,858465.0,40.33000183105469,27.0,2.0
5966,2000,2703,3,0,16.100000381469727,,0,0,0,0,12857,484797.0,25.899999618530273,27.0,3.0
5983,2000,2801,1,1,53.90999984741211,51.88999938964844,1,1,4,0,2062803,1386081.0,56.279998779296875,28.0,1.0
5977,2000,2802,0,0,31.65999984741211,,0,0,0,0,,320019.0,42.939998626708984,28.0,2.0
6016,2000,2901,0,0,46.02000045776367,33.150001525878906,0,1,4,0,1055513,578633.0,48.29999923706055,29.0,1.0
6024,2000,2902,0,0,41.970001220703125,45.720001220703125,0,0,0,0,872115,812727.0,50.400001525878906,29.0,2.0
6292,2000,3001,1,1,78.2699966430664,76.41999816894531,0,0,0,0,444224,7162.0,66.08000183105469,30.0,1.0
6200,2000,3002,0,0,32.470001220703125,31.84000015258789,0,0,0,0,779831,76495.0,56.25,30.0,2.0
6347,2000,3003,0,0,41.810001373291016,36.16999816894531,0,1,0,0,2143518,1760625.0,55.220001220703125,30.0,3.0
6134,2000,3004,0,0,35.689998626708984,35.9900016784668,0,1,4,0,115392,611785.0,53.9900016784668,30.0,4.0
6265,2000,3005,0,0,31.760000228881836,34.29999923706055,0,0,0,0,70031,1005148.0,46.380001068115234,30.0,5.0
6137,2000,3006,1,1,69.41000366210938,58.599998474121094,0,1,4,0,863186,37021.0,60.119998931884766,30.0,6.0
6095,2000,3007,3,0,46.90999984741211,45.83000183105469,0,2,0,0,2028816,2412820.0,55.880001068115234,30.0,7.0
6385,2000,3008,1,1,68.87000274658203,63.650001525878906,0,0,0,0,1081808,279545.0,62.720001220703125,30.0,8.0
6143,2000,3009,1,1,69.37999725341797,65.63999938964844,0,1,0,0,880283,30099.0,65.38999938964844,30.0,9.0
6285,2000,3010,1,1,87.83000183105469,88.51000213623047,0,0,0,0,347319,,86.08000183105469,30.0,10.0
6085,2000,3011,0,0,30.309999465942383,30.440000534057617,0,0,0,0,9161,557937.0,44.77000045776367,30.0,11.0
6158,2000,3012,1,1,50.11000061035156,51.47999954223633,1,1,8,0,2595080,2196588.0,52.75,30.0,12.0
6287,2000,3013,1,1,80.88999938964844,82.79000091552734,0,0,0,0,1713018,19822.0,73.98999786376953,30.0,13.0
6454,2000,3101,0,0,46.209999084472656,46.369998931884766,0,1,0,0,1635633,2203322.0,51.209999084472656,31.0,1.0
6432,2000,3102,0,0,41.88999938964844,42.06999969482422,0,1,0,0,292955,699299.0,44.25,31.0,2.0
6445,2000,3103,1,1,67.18000030517578,55.130001068115234,1,1,4,0,376174,39120.0,54.380001068115234,31.0,3.0
6905,2000,3201,2,0,42.25,35.869998931884766,0,4,0,0,357158,1565346.0,55.13999938964844,32.0,1.0
6843,2000,3202,3,1,57.86000061035156,30.84000015258789,0,4,0,0,1055977,1017193.0,58.27000045776367,32.0,2.0
6775,2000,3203,0,0,40.09000015258789,35.18000030517578,0,0,0,0,387966,455110.0,56.91999816894531,32.0,3.0
6517,2000,3204,1,1,60.880001068115234,53.02000045776367,0,1,4,0,1923299,269062.0,61.04999923706055,32.0,4.0
6912,2000,3205,1,1,69.2699966430664,66.2699966430664,0,0,0,0,686913,,64.0999984741211,32.0,5.0
6915,2000,3206,1,1,,,0,5,2,0,313591,,89.05999755859375,32.0,6.0
6582,2000,3207,1,1,76.08000183105469,72.94000244140625,1,0,0,0,657359,120776.0,73.68000030517578,32.0,7.0
6993,2000,3208,1,1,84.73999786376953,86.0,0,0,0,0,450898,,81.9000015258789,32.0,8.0
7314,2000,3209,1,1,68.44000244140625,73.93000030517578,1,1,0,0,528367,1521320.0,69.97000122070312,32.0,9.0
6795,2000,3210,1,1,94.62999725341797,93.73999786376953,0,0,0,0,1187226,,92.79000091552734,32.0,10.0
6760,2000,3211,1,1,93.0199966430664,91.2300033569336,0,0,0,0,549071,22690.0,92.36000061035156,32.0,11.0
6726,2000,3212,1,1,89.56999969482422,87.80000305175781,0,0,0,0,392579,11078.0,86.1500015258789,32.0,12.0
7150,2000,3213,0,0,34.40999984741211,34.540000915527344,0,0,0,0,767500,39475.0,54.540000915527344,32.0,13.0
6647,2000,3214,1,1,76.51000213623047,77.38999938964844,0,0,0,0,760222,36949.0,75.76000213623047,32.0,14.0
7299,2000,3215,1,1,94.66000366210938,94.13999938964844,0,0,0,0,2028905,410.0,93.69000244140625,32.0,15.0
6885,2000,3216,1,1,96.31999969482422,96.4800033569336,0,0,0,0,210037,,93.9000015258789,32.0,16.0
7273,2000,3217,1,1,89.70999908447266,88.0,0,0,0,0,1299141,,88.77999877929688,32.0,17.0
6716,2000,3218,1,1,68.62000274658203,,0,0,0,0,1055962,,61.959999084472656,32.0,18.0
7430,2000,3219,0,0,37.11000061035156,35.04999923706055,0,0,0,0,374199,980892.0,52.36000061035156,32.0,19.0
6630,2000,3220,0,0,41.029998779296875,39.959999084472656,0,1,0,0,431215,1177222.0,59.849998474121094,32.0,20.0
6903,2000,3221,1,1,74.4000015258789,74.22000122070312,0,0,0,0,334030,12402.0,60.65999984741211,32.0,21.0
6581,2000,3222,0,0,32.099998474121094,43.189998626708984,1,0,0,0,72122,807676.0,46.97999954223633,32.0,22.0
7366,2000,3223,0,0,23.459999084472656,,0,0,0,0,29583,808371.0,47.0099983215332,32.0,23.0
7404,2000,3224,0,0,23.59000015258789,21.0,0,0,0,0,,300643.0,50.08000183105469,32.0,24.0
7387,2000,3225,0,0,29.81999969482422,30.610000610351562,0,0,0,0,,580767.0,55.59000015258789,32.0,25.0
6717,2000,3226,1,1,62.61000061035156,66.38999938964844,0,1,0,0,795829,176395.0,52.790000915527344,32.0,26.0
7343,2000,3227,0,0,30.700000762939453,42.68000030517578,1,0,0,0,31441,832254.0,44.40999984741211,32.0,27.0
6976,2000,3228,1,1,66.80999755859375,67.80000305175781,0,0,0,0,167851,,55.79999923706055,32.0,28.0
6945,2000,3229,1,1,61.2599983215332,58.31999969482422,0,0,0,0,487016,21595.0,54.880001068115234,32.0,29.0
7024,2000,3230,0,0,32.880001068115234,32.22999954223633,0,0,0,0,221204,615608.0,62.869998931884766,32.0,30.0
6499,2000,3231,0,0,22.65999984741211,27.139999389648438,0,0,0,0,330,851505.0,44.47999954223633,32.0,31.0
7514,2000,3301,1,1,66.62999725341797,62.72999954223633,0,0,0,0,473756,6290.0,57.709999084472656,33.0,1.0
7467,2000,3302,1,1,58.75,57.939998626708984,0,0,0,0,911578,281926.0,44.63999938964844,33.0,2.0
7502,2000,3303,0,0,37.790000915527344,37.459999084472656,0,1,0,0,1176161,1266779.0,37.459999084472656,33.0,3.0
7556,2000,3304,1,1,62.720001220703125,58.02000045776367,0,1,0,0,686476,41009.0,51.349998474121094,33.0,4.0
7492,2000,3305,0,0,,31.90999984741211,0,5,2,0,,421060.0,37.13999938964844,33.0,5.0
7701,2000,3306,0,0,,,0,5,2,0,,301790.0,34.18000030517578,33.0,6.0
7672,2000,3307,1,1,70.68000030517578,,0,0,0,0,428263,,46.880001068115234,33.0,7.0
7557,2000,3308,0,0,44.43000030517578,48.720001220703125,1,0,0,0,816577,1942592.0,43.650001525878906,33.0,8.0
7510,2000,3309,0,0,30.469999313354492,29.8700008392334,0,0,0,0,71375,987645.0,37.630001068115234,33.0,9.0
7546,2000,3310,0,0,30.149999618530273,,0,0,0,0,,266557.0,32.86000061035156,33.0,10.0
7641,2000,3311,0,0,43.349998474121094,42.72999954223633,0,0,0,0,1030634,1880039.0,39.91999816894531,33.0,11.0
7491,2000,3312,1,1,66.08000183105469,57.0099983215332,0,0,0,0,361869,25254.0,62.0,33.0,12.0
7758,2000,3401,1,1,54.29999923706055,57.7599983215332,0,1,4,0,1052831,448823.0,35.27000045776367,34.0,1.0
8075,2000,3501,0,0,45.709999084472656,47.0099983215332,0,0,0,0,466189,1099555.0,51.54999923706055,35.0,1.0
8073,2000,3502,0,0,23.889999389648438,24.209999084472656,0,1,0,0,12599,406952.0,32.650001525878906,35.0,2.0
8137,2000,3503,1,1,,69.31999969482422,0,5,2,0,192835,,51.11000061035156,35.0,3.0
8154,2000,3504,0,0,30.079999923706055,36.189998626708984,0,0,0,0,29528,790624.0,35.84000015258789,35.0,4.0
8274,2000,3505,0,0,26.780000686645508,33.310001373291016,0,0,0,0,,245036.0,40.86000061035156,35.0,5.0
7922,2000,3506,1,1,58.880001068115234,56.959999084472656,0,0,0,0,544415,224031.0,42.119998931884766,35.0,6.0
8031,2000,3507,0,0,27.06999969482422,29.190000534057617,0,0,0,0,,706884.0,40.5099983215332,35.0,7.0
8201,2000,3508,0,0,26.940000534057617,29.25,0,0,0,0,31295,1007384.0,34.810001373291016,35.0,8.0
8251,2000,3509,1,1,77.31999969482422,81.18000030517578,0,0,0,0,278688,86815.0,56.720001220703125,35.0,9.0
7937,2000,3510,1,1,77.3499984741211,66.7699966430664,0,0,0,0,551404,5564.0,54.86000061035156,35.0,10.0
7833,2000,3511,1,1,88.36000061035156,86.11000061035156,1,0,0,0,245018,,84.48999786376953,35.0,11.0
7909,2000,3512,3,0,45.33000183105469,32.790000915527344,0,4,6,0,1340688,2349872.0,47.369998931884766,35.0,12.0
8245,2000,3513,1,1,66.86000061035156,61.54999923706055,0,0,0,0,789866,28276.0,48.11000061035156,35.0,13.0
8032,2000,3514,1,1,67.62000274658203,62.720001220703125,0,0,0,0,515026,34102.0,56.189998626708984,35.0,14.0
7930,2000,3515,0,0,29.239999771118164,30.229999542236328,0,0,0,0,4455,589675.0,45.81999969482422,35.0,15.0
8280,2000,3516,0,0,27.8700008392334,36.0,0,0,0,0,,166672.0,44.060001373291016,35.0,16.0
7889,2000,3517,1,1,68.7300033569336,68.19000244140625,0,1,0,0,285165,173068.0,60.599998474121094,35.0,17.0
7964,2000,3518,0,0,34.220001220703125,39.72999954223633,0,1,4,0,226429,887896.0,46.79999923706055,35.0,18.0
8068,2000,3519,0,0,28.780000686645508,33.58000183105469,0,0,0,0,0,355206.0,51.68000030517578,35.0,19.0
8438,2000,3601,0,0,29.690000534057617,38.220001220703125,0,0,0,0,24468,401666.0,37.599998474121094,36.0,1.0
